Institution,State,Historically_Black,Predominantly_Black,Alask_Nat_Nat_Hawaiian_Serving,Tribal,Asian_American_Pacific_Islander_Serving,Hispanic_Serving,Native_American_Nontribal,Men_only,Women_only,Acceptance_rate,Average_SAT,Average_Cost_Of_Attendance,Avg_Net_Price_Pub_0_To_30000_Income,Avg_Net_Price_Pub_30000_To_48000_Income,Avg_Net_Price_Pub_48001_To_75000_Income,Avg_Net_Price_Pub_75001_To_110000_Income,Avg_Net_Price_Pub_110001_To_Inf_Income,Avg_Net_Price_Priv_0_To_30000_Income,Avg_Net_Price_Priv_30000_To_48000_Income,Avg_Net_Price_Priv_48001_To_75000_Income,Avg_Net_Price_Priv_75001_To_110000_Income,Avg_Net_Price_Priv_110001_To_Inf_Income,Perc_Undergrad_White,Perc_Undergrad_Black,Perc_Undergrad_Hispanic,Perc_Undergrad_Asian,Perc_Undergrad_Am_Indian_Alask_Native,Perc_Native_Hawaiin_Pac_Islander,Perc_Two_Or_More_Races,Perc_Receiving_Loan,Med_Loan_Debt,Inst_Loan_Debt,Socioeconomic_Div,White_Compl_Rate,Black_Compl_Rate,Hisp_Compl_Rate,Asian_Compl_Rate,Asian_Am_Pac_Islander_Compl_Rate,Native_Am_Pac_Islander_Compl_Rate,Two_Or_More_Races_Compl_Rate,Med_earnings
Seattle University,WA,0,0,0,0,1,0,0,0,0,0.8515,1269,66095,NA,NA,NA,NA,NA,23825,25724,29713,36390,39739,0.3385,0.0533,0.146,0.2542,0.0015,0.0107,0.0947,0.5103,16658,49000,0.203,0.7197,0.8571,0.6959,0.8377,0.8,1,0.7714,63200
Washington State University,WA,0,0,0,0,0,0,0,0,0,0.831,NA,26396,8032,9464,13409,20049,24273,NA,NA,NA,NA,NA,0.5954,0.0283,0.1649,0.0711,0.0063,0.0058,0.0751,0.3144,14853,25268,0.2696,0.6649,0.4887,0.544,0.6431,0.4681,0.4,0.4799,56600
University of Washington-Seattle Campus,WA,0,0,0,0,1,0,0,0,0,0.4752,NA,28650,5963,6369,8907,16698,27240,NA,NA,NA,NA,NA,0.3432,0.036,0.0958,0.2751,0.0032,0.0031,0.0773,0.1698,12375,24802,0.1941,0.8463,0.7531,0.7836,0.858,0.7407,0.7407,0.8296,69600
Western Washington University,WA,0,0,0,0,0,0,0,0,0,0.9269,1257,26158,11513,12999,15867,21551,24472,NA,NA,NA,NA,NA,0.688,0.0203,0.108,0.0601,0.0036,0.002,0.0945,0.2848,13500,20020,0.2201,0.6647,0.5957,0.6142,0.6457,0.5385,0.4286,0.5966,50600
Whitman College,WA,0,0,0,0,0,0,0,0,0,0.477,1416,71982,NA,NA,NA,NA,NA,20462,26059,29749,28359,43855,0.6053,0.0265,0.0924,0.0618,0.0034,0.0014,0.07,0.3746,12000,33820,0.1391,0.9247,0.5714,0.7857,0.9,1,1,0.8333,59400
Alderson Broaddus University,WV,0,0,0,0,0,0,0,0,0,0.6149,991,44217,NA,NA,NA,NA,NA,17544,19325,20376,20885,22230,0.4961,0.2923,0.0774,0.0079,0.019,0.0047,0.0032,0.836,9500,13000,0.5369,0.3976,0.1692,0.625,0,0,0.5,1,47000
Marshall University,WV,0,0,0,0,0,0,0,0,0,0.9688,NA,20327,5705,5804,7809,11944,14990,NA,NA,NA,NA,NA,0.8409,0.0584,0.0254,0.0138,0.0036,6e-4,0.0365,0.4631,16750,12110,0.4472,0.5058,0.3805,0.4688,0.75,0.8182,1,0.3455,41700
West Virginia State University,WV,1,0,0,0,0,0,0,0,0,0.9618,967,19182,9274,10396,12531,15138,15651,NA,NA,NA,NA,NA,0.6784,0.1703,0.0257,0.0051,0,0,0.0595,0.2301,15250,12507,0.4847,0.4177,0.2558,0.1429,0.2,0.5,0,0.25,33800
West Virginia University,WV,0,0,0,0,0,0,0,0,0,0.8838,1116,22810,9047,9162,12203,15340,15879,NA,NA,NA,NA,NA,0.8158,0.0317,0.0422,0.0165,0.0014,7e-4,0.0562,0.4583,15500,27280,0.2272,0.6465,0.3465,0.5268,0.641,0.875,1,0.5149,52700
Wheeling University,WV,0,0,0,0,0,0,0,0,0,0.7265,NA,41602,NA,NA,NA,NA,NA,16119,17151,18947,21894,21780,0.2734,0.1332,0.0035,0.0156,0.0087,0,0.0069,0.669,15375,9845,0.3559,0.7467,0.5556,0.7692,0.6667,0.5,0.4,0.7143,49600
Cardinal Stritch University,WI,0,0,0,0,0,0,0,0,0,0.9258,980,45740,NA,NA,NA,NA,NA,17326,17280,21146,23234,22625,0.3175,0.1654,0.1958,0.0228,0.0057,0,0.0285,0.3637,22500,13740,0.3937,0.4878,0.35,0.5333,0.3333,1,1,1,55400
Carroll University,WI,0,0,0,0,0,0,0,0,0,0.7214,1212,48464,NA,NA,NA,NA,NA,20265,23150,22797,24898,27490,0.749,0.0249,0.1101,0.0338,0.0011,0.0015,0.0338,0.6422,22000,27172,0.234,0.7032,0.3529,0.5614,0.75,1,1,0.65,47000
Carthage College,WI,0,0,0,0,0,0,0,0,0,0.8183,1160,46744,NA,NA,NA,NA,NA,13172,13491,20806,21194,32942,0.6879,0.0547,0.1547,0.0216,0.0031,4e-4,0.0378,0.789,19500,28617,0.2729,0.7068,0.4565,0.5,0.6842,0.5714,1,0.4737,50100
Lawrence University,WI,0,0,0,0,0,0,0,0,0,0.7227,1358,65910,NA,NA,NA,NA,NA,12482,14503,16832,20640,30316,0.6067,0.0397,0.112,0.0546,0.0043,0,0.0524,0.5718,19500,34174,0.2282,0.7759,0.7143,0.7429,0.8095,0,1,0.7778,48700
Marian University,WI,0,0,0,0,0,0,0,0,0,0.7155,1050,39345,NA,NA,NA,NA,NA,25554,25209,27474,19746,23595,0.725,0.052,0.0926,0.017,0.0113,9e-4,0.0255,0.7032,17340,17717,0.4186,0.5538,0.2069,0.4828,0.3333,0,1,0.75,46700
Marquette University,WI,0,0,0,0,0,0,0,0,0,0.8721,1302,61926,NA,NA,NA,NA,NA,15753,19043,23852,31295,36928,0.6737,0.0487,0.1565,0.0599,0.001,0.0011,0.0331,0.4008,20500,44805,0.2004,0.8495,0.6837,0.7444,0.858,0.3333,1,0.8571,70700
Saint Norbert College,WI,0,0,0,0,0,0,0,0,0,0.8359,1178,54466,NA,NA,NA,NA,NA,18888,18522,21588,24481,29745,0.8459,0.0174,0.0628,0.0174,0.005,6e-4,0.0241,0.5559,21500,27074,0.1688,0.7276,0.7778,0.56,0.75,0.1667,1,0.7273,51300
University of Wisconsin-Whitewater,WI,0,0,0,0,0,0,0,0,0,0.8238,1090,18326,8772,9455,14071,17079,17851,NA,NA,NA,NA,NA,0.8118,0.0437,0.086,0.0189,0.0025,9e-4,0.0263,0.4743,16241,16056,0.265,0.644,0.3516,0.543,0.6136,0,0,0.4762,45800
University of Wisconsin-Oshkosh,WI,0,0,0,0,0,0,0,0,0,0.8852,1050,18642,9754,10885,13768,17172,18300,NA,NA,NA,NA,NA,0.7977,0.0284,0.062,0.0426,0.0041,0.0013,0.0349,0.29,12500,11600,0.2627,0.5998,0.3704,0.5287,0.4833,0.4,0.6667,0.4821,45600
University of Wisconsin-Parkside,WI,0,0,0,0,0,0,0,0,0,0.7283,1090,15328,5349,5779,10020,13751,14941,NA,NA,NA,NA,NA,0.6224,0.0751,0.2001,0.0293,7e-4,7e-4,0.0519,0.3771,14000,9395,0.356,0.4278,0.3235,0.3333,0.7273,0,0,0.1667,42600
Herzing University-Madison,WI,0,0,0,0,1,0,0,0,0,0.9448,NA,27991,NA,NA,NA,NA,NA,22707,19349,23894,25054,27104,0.4077,0.318,0.1402,0.0337,0.0123,0.0062,0.0359,0.6544,11756,9245,0.6184,0.3214,0.1304,0.1429,0.5,0,0,0.5,41600
University of Wisconsin-Stout,WI,0,0,0,0,0,0,0,0,0,0.8631,1120,20440,9819,11111,14653,18557,19551,NA,NA,NA,NA,NA,0.848,0.0144,0.0382,0.0334,0.0034,0.0011,0.0291,0.4822,16000,9550,0.239,0.5487,0.2381,0.3448,0.3182,0.5,1,0.3261,48700
University of Wisconsin-Madison,WI,0,0,0,0,0,0,0,0,0,0.4906,1374,27100,3964,4687,9152,21842,25866,NA,NA,NA,NA,NA,0.6249,0.0225,0.0752,0.0972,0.0023,7e-4,0.0445,0.2154,18058,30000,0.1542,0.8974,0.8148,0.8215,0.9027,0.5455,0.8571,0.8812,68000
University of Wisconsin-Milwaukee,WI,0,0,0,0,0,0,0,0,0,0.8632,1090,21812,10809,11857,16195,20210,21092,NA,NA,NA,NA,NA,0.6419,0.0704,0.1422,0.0647,0.0035,7e-4,0.0442,0.4356,15250,15500,0.3089,0.5161,0.3333,0.4058,0.5155,0.2,0.5,0.3536,48200
University of Wisconsin-River Falls,WI,0,0,0,0,0,0,0,0,0,0.8448,1090,18312,8881,9906,12515,16157,17079,NA,NA,NA,NA,NA,0.871,0.0178,0.0388,0.027,0.0021,7e-4,0.0259,0.4489,14865,10325,0.2347,0.6102,0.2632,0.4828,0.375,1,1,0.4138,44900
University of Wisconsin-Stevens Point,WI,0,0,0,0,0,0,0,0,0,0.8905,1120,18407,8498,9655,13277,16541,17721,NA,NA,NA,NA,NA,0.8609,0.0163,0.0436,0.0279,0.004,0.0014,0.029,0.4786,14674,12507,0.3051,0.5859,0.2963,0.4242,0.4333,0.4,0,0.4722,43600
University of Wyoming,WY,0,0,0,0,0,0,0,0,0,0.9598,NA,21423,7174,7636,10658,15669,16968,NA,NA,NA,NA,NA,0.779,0.0103,0.0838,0.0122,0.0056,0.001,0.0413,0.2791,12000,15270,0.2201,0.6411,0.4211,0.4636,0.4667,0.375,0,0.5362,54200
Stanford University,CA,0,0,0,0,0,0,0,0,0,0.0368,1553,78898,NA,NA,NA,NA,NA,-1386,-1876,3637,7332,45276,0.2589,0.0737,0.1758,0.2635,0.0088,0.0023,0.1002,0.0559,9851,48799,0.188,0.9517,0.9231,0.9448,0.9707,0.8889,1,0.9478,141300
Purdue University-Main Campus,IN,0,0,0,0,0,0,0,0,0,0.527,1354,22508,5478,6643,10078,18106,21168,NA,NA,NA,NA,NA,0.611,0.0247,0.0662,0.1262,8e-4,5e-4,0.0459,0.2421,15000,29136,0.1417,0.8288,0.8158,0.7741,0.8506,1,0.5556,0.8082,62200
ECPI University,VA,0,0,0,0,0,0,0,0,0,0.8269,NA,28047,NA,NA,NA,NA,NA,22319,22827,23707,25992,26033,0.3599,0.3804,0.1334,0.0368,0.0053,0.0057,0.0529,0.5117,13915,9271,0.525,0.5112,0.4651,0.5714,0.6333,0.5333,0.5714,0.561,39300
California State University-San Marcos,CA,0,0,0,0,1,1,0,0,0,0.9519,NA,19750,6625,7515,10963,15727,18662,NA,NA,NA,NA,NA,0.253,0.0352,0.5128,0.0978,0.0025,0.0029,0.0552,0.2619,13500,18500,0.4541,0.5925,0.4643,0.5533,0.63,0.3333,0.3333,0.5586,51100
University of Washington-Bothell Campus,WA,0,0,0,0,1,0,0,0,0,0.8808,1322,23503,5019,5999,8992,16235,22455,NA,NA,NA,NA,NA,0.294,0.1024,0.103,0.3581,0.0015,0.0037,0.0641,0.2231,12375,24802,0.2985,0.6563,0.6933,0.6058,0.7599,1,0.75,0.5962,69600
University of Washington-Tacoma Campus,WA,0,0,0,0,1,0,0,0,0,0.8835,NA,22627,5253,5636,8832,15131,21342,NA,NA,NA,NA,NA,0.3399,0.1132,0.1527,0.2425,0.0057,0.0123,0.0947,0.3136,12375,24802,0.4109,0.5389,0.6389,0.5052,0.5965,0.3333,0.6429,0.4259,69600
Everglades University,FL,0,0,0,0,0,0,0,0,0,0.7035,NA,38573,NA,NA,NA,NA,NA,27333,30922,32734,32771,36215,0.4457,0.1874,0.1897,0.0138,0.0174,0.0045,0.0307,0.3359,18950,12620,0.3124,0.5519,0.5313,0.6104,0.8571,0.5,1,0.5862,49600
California State University-Monterey Bay,CA,0,0,0,0,0,1,0,0,0,0.9239,NA,20441,6935,7165,10763,15344,19231,NA,NA,NA,NA,NA,0.2658,0.0253,0.5409,0.0648,0.0018,0.0023,0.0475,0.3246,11000,15015,0.4496,0.5528,0.6389,0.6513,0.6,1,0.5,0.6047,47000
Embry-Riddle Aeronautical University-Worldwide,FL,0,0,0,0,0,0,0,0,0,0.5767,1247,20778,NA,NA,NA,NA,NA,14314,14483,15465,19451,17201,0.5381,0.0873,0.1845,0.0366,0.0043,0.0075,0.0442,0.1042,14250,57278,0.25,0.2073,0.06,0.1087,0.1333,0.25,0,0.1667,70300
Florida Gulf Coast University,FL,0,0,0,0,0,0,0,0,0,0.7439,1114,17054,8132,6842,9549,12558,13888,NA,NA,NA,NA,NA,0.5984,0.06,0.2431,0.0186,0.0024,9e-4,0.0339,0.2664,11999,17250,0.303,0.598,0.576,0.5553,0.5833,0.8571,0.5,0.4776,45800
California State University-Channel Islands,CA,0,0,0,0,0,1,0,0,0,0.8965,NA,23676,9487,10331,13885,18958,22489,NA,NA,NA,NA,NA,0.2337,0.0203,0.6003,0.0652,0.0019,0.0024,0.0371,0.2454,12500,20805,0.4834,0.6408,0.2759,0.54,0.5349,0,0,0.5952,51900
Augusta University,GA,0,0,0,0,0,0,0,0,0,0.8553,1105,21924,11302,11372,14614,16843,16826,NA,NA,NA,NA,NA,0.4706,0.2713,0.1,0.0792,0.0018,0.0016,0.0557,0.3843,13015,14475,0.405,0.4895,0.4387,0.5075,0.6795,0.5,0.5,0.4545,70600
Middle Georgia State University,GA,0,0,0,0,0,0,0,0,0,0.9971,1020,19127,12157,12332,15074,16576,17095,NA,NA,NA,NA,NA,0.5119,0.3225,0.0706,0.0296,0.0021,0.0012,0.0414,0.3485,9500,10848,0.4631,0.2993,0.1695,0.3684,0.1905,0,0,0.1778,35000
University of North Georgia,GA,0,0,0,0,0,0,0,0,0,0.6963,1083,17892,8325,9531,11181,13548,13921,NA,NA,NA,NA,NA,0.707,0.0372,0.1638,0.0315,0.0016,7e-4,0.036,0.2232,9673,11681,0.3066,0.403,0.2535,0.3621,0.3509,0.2857,0.1667,0.3516,46200
Kennesaw State University,GA,0,0,0,0,0,0,0,0,0,0.6785,1133,24808,15610,16241,18784,20890,21123,NA,NA,NA,NA,NA,0.4554,0.2524,0.1456,0.0552,0.0015,0.0013,0.0502,0.3628,14250,17732,0.372,0.455,0.494,0.4366,0.547,0.5,0.6667,0.4255,47900
Pennsylvania Western University,PA,0,0,0,0,0,0,0,0,0,0.9362,1057,25365,14597,14469,17695,20957,22295,NA,NA,NA,NA,NA,0.7759,0.0896,0.0393,0.0112,0.0016,5e-4,0.0343,0.612,16750,16000,0.3772,0.5296,0.2414,0.3714,0.4643,0.5,0.6667,0.3267,44800
